CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
4,10,2016,11,10,2016,H1B,KNOWLEDGE RESOURCES GROUP INC,GA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110,1,Y,41540,Year,OES,2016,OFLC ONLINE DATA CENTER,41540,0,Year,Y,N,GA,30236,CERTIFIED
4,10,2016,11,10,2016,H1B,KNOWLEDGE RESOURCES GROUP INC,GA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110,1,Y,48010,Year,OES,2016,OFLC ONLINE DATA CENTER,50000,0,Year,Y,N,GA,30297,CERTIFIED
4,10,2016,11,10,2016,H1B,KORENS USA INC,AL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,336399,1,Y,35755,Year,OES,2016,OFLC ONLINE DATA CENTER,50000,0,Year,N,N,AL,35010,CERTIFIED
4,10,2016,11,10,2016,H1B,KPIT INFOSYSTEMS INCORPORATED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,111405,Year,OES,2016,OFLC ONLINE DATA CENTER,161560,0,Year,Y,N,NJ,8837,CERTIFIED
4,10,2016,11,10,2016,H1B,KPIT INFOSYSTEMS INCORPORATED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,56971,Year,OES,2016,OFLC ONLINE DATA CENTER,74987,0,Year,Y,N,WI,53589,CERTIFIED
4,10,2016,11,10,2016,H1B,KPK TECHNOLOGIES INC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151,1,Y,73091,Year,Other,2016,OFLC ONLINE DATA CENTER,73091,0,Year,Y,N,NC,27707,CERTIFIED
4,10,2016,11,10,2016,H1B,KPMG LLP,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54121,1,Y,94723,Year,OES,2016,OFLC ONLINE DATA CENTER,140000,305000,Year,N,N,CA,90071,CERTIFIED
4,10,2016,11,10,2016,H1B,KPMG LLP,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54121,1,Y,59363,Year,OES,2016,OFLC ONLINE DATA CENTER,59363,62500,Year,N,N,CA,95054,CERTIFIED
4,10,2016,11,10,2016,H1B,KSIT CONSULTING INC,OH,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,103272,Year,OES,2016,OFLC ONLINE DATA CENTER,108000,0,Year,N,N,VA,20190,CERTIFIED
4,10,2016,11,10,2016,H1B,KYRO4 SOLUTIONS INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,64147,Year,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,Y,N,NJ,8807,CERTIFIED
4,10,2016,11,10,2016,H1B,LandT TECHNOLOGY SERVICES LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541330,1,Y,63690,Year,OES,2016,OFLC ONLINE DATA CENTER,66000,76000,Year,Y,N,CA,92618,CERTIFIED
4,10,2016,11,10,2016,H1B,LANCESOFT INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,68682,Year,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,PA,19426,CERTIFIED
4,10,2016,11,10,2016,H1B,LANCESOFT INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,57533,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,N,N,CA,90802,CERTIFIED
4,10,2016,11,10,2016,H1B,LANCESOFT INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,46301,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,N,N,TX,75082,CERTIFIED
4,10,2016,11,10,2016,H1B,LANCO GLOBAL SYSTEMS INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512,1,Y,62754,Year,OES,2016,OFLC ONLINE DATA CENTER,64000,0,Year,Y,N,TX,75038,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,71781,Year,OES,2016,OFLC ONLINE DATA CENTER,79620,0,Year,Y,N,NJ,7030,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,77584,Year,OES,2016,OFLC ONLINE DATA CENTER,80016,0,Year,Y,N,NC,27302,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,47382,Year,OES,2016,OFLC ONLINE DATA CENTER,71868,0,Year,Y,N,PA,17403,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,62088,Year,OES,2016,OFLC ONLINE DATA CENTER,89000,0,Year,Y,N,IL,62715,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512,1,Y,61131,Year,OES,2016,OFLC ONLINE DATA CENTER,61836,0,Year,Y,N,NC,27302,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512,1,Y,71781,Year,OES,2016,OFLC ONLINE DATA CENTER,90200,0,Year,Y,N,NJ,7030,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,74381,Year,OES,2016,OFLC ONLINE DATA CENTER,78684,0,Year,Y,N,NJ,7981,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,71781,Year,OES,2016,OFLC ONLINE DATA CENTER,74016,0,Year,Y,N,NJ,7030,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512,1,Y,63690,Year,OES,2016,OFLC ONLINE DATA CENTER,81300,0,Year,Y,N,CA,92626,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,71781,Year,OES,2016,OFLC ONLINE DATA CENTER,79620,0,Year,Y,N,NJ,7030,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512,1,Y,53810,Year,OES,2016,OFLC ONLINE DATA CENTER,70080,0,Year,Y,N,CT,6183,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,63794,Year,OES,2016,OFLC ONLINE DATA CENTER,82068,0,Year,Y,N,FL,33610,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,90376,Year,OES,2016,OFLC ONLINE DATA CENTER,125000,135000,Year,Y,N,NJ,8854,CERTIFIED
4,10,2016,11,10,2016,H1B,LARSEN and TOUBRO INFOTECH LIMITED,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,114795,Year,OES,2016,OFLC ONLINE DATA CENTER,125000,0,Year,Y,N,CA,95110,CERTIFIED
4,10,2016,11,10,2016,H1B,LASERLIKE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,511210,1,Y,124675,Year,OES,2016,OFLC ONLINE DATA CENTER,144000,150000,Year,N,N,CA,94041,CERTIFIED
4,10,2016,11,10,2016,H1B,LASERSHIP INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,561431,1,Y,67933,Year,OES,2016,OFLC ONLINE DATA CENTER,82400,0,Year,N,N,OH,44125,CERTIFIED
4,10,2016,11,10,2016,H1B,LATITUDE 36 INC,TN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,5416,1,Y,45.13,Hour,OES,2016,OFLC ONLINE DATA CENTER,52.5,0,Hour,N,N,NJ,7094,CERTIFIED
4,10,2016,11,10,2016,E3 Australian,LAUNCH IT CORP,IA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,60195,Year,Other,2016,OFLC ONLINE DATA CENTER,65000,65000,Year,,,IA,50322,CERTIFIED
4,10,2016,11,10,2016,E3 Australian,LAUNDRY CAPITAL CO LLC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,333312,1,Y,79643,Year,Other,2016,OFLC ONLINE DATA CENTER,150000,200000,Year,,,NY,11374,CERTIFIED
4,10,2016,11,10,2016,H1B,LE TECHNOLOGY INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,423620,5,Y,54829,Year,OES,2016,OFLC ONLINE DATA CENTER,54829,85000,Year,N,N,CA,92121,CERTIFIED
4,10,2016,11,10,2016,H1B,LEAD IT CORPORATION,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,50939,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,IL,62704,CERTIFIED
4,10,2016,11,10,2016,H1B,LEEYO SOFTWARE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,511210,1,Y,124675,Year,OES,2016,OFLC ONLINE DATA CENTER,125000,150000,Year,Y,N,CA,95134,CERTIFIED
4,10,2016,11,10,2016,H1B,LIBERTY MUTUAL GROUP INC,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,524126,1,Y,96637,Year,OES,2016,OFLC ONLINE DATA CENTER,96637,116100,Year,N,N,NH,3833,CERTIFIED
4,10,2016,11,10,2016,H1B,LIBERTY MUTUAL GROUP INC,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,524126,1,Y,56139,Year,OES,2016,OFLC ONLINE DATA CENTER,76700,125000,Year,N,N,MA,2116,CERTIFIED
4,10,2016,11,10,2016,H1B,LIBERTY MUTUAL INSURANCE COMPANY,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,524126,1,Y,76211,Year,OES,2016,OFLC ONLINE DATA CENTER,109900,142300,Year,N,N,MA,2116,CERTIFIED
4,10,2016,11,10,2016,H1B,LIFE TECHNOLOGIES CORPORATION,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541711,1,Y,83200,Year,OES,2016,OFLC ONLINE DATA CENTER,90900,168700,Year,N,N,CA,92008,CERTIFIED
4,10,2016,11,10,2016,H1B,LIFELOCK INC,AZ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,522320,1,Y,147222,Year,OES,2016,OFLC ONLINE DATA CENTER,148000,160000,Year,N,N,CA,94041,CERTIFIED
4,10,2016,11,10,2016,H1B,LINKEDIN CORPORATION,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,518112,1,Y,172956,Year,Other,2016,RADFORD GLOBAL SURVEY,172956,290600,Year,N,N,CA,94085,CERTIFIED
4,10,2016,11,10,2016,H1B,LIVE NATION WORLDWIDE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,711310,1,Y,91541,Year,OES,2016,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,IL,60008,CERTIFIED
4,10,2016,11,10,2016,H1B,LIVE NATION WORLDWIDE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,711310,1,Y,75941,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,N,N,CA,90028,CERTIFIED
4,10,2016,11,10,2016,H1B,LOGIC PLANET INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,78603,Year,OES,2016,OFLC ONLINE DATA CENTER,86500,0,Year,Y,N,MA,1801,CERTIFIED
4,10,2016,11,10,2016,H1B,LOGIC PLANET INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,77272,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,Y,N,NJ,8541,CERTIFIED
4,10,2016,11,10,2016,H1B,LONESTAR SCRAP METAL LLC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,423930,1,Y,31.26,Hour,OES,2016,OFLC ONLINE DATA CENTER,31.26,0,Hour,N,N,TX,77038,CERTIFIED
4,10,2016,11,10,2016,H1B,LTD COMMODITIES LLC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,454113,1,Y,111280,Year,OES,2016,OFLC ONLINE DATA CENTER,121849,0,Year,N,N,IL,60069,CERTIFIED
4,10,2016,11,10,2016,H1B,LUCILE SALTER PACKARD CHILDRENS HOSPITAL AT STANFORD,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,622110,1,Y,67704,Year,OES,2016,OFLC ONLINE DATA CENTER,72612,119932,Year,N,N,CA,94304,CERTIFIED
4,10,2016,11,10,2016,H1B,LUITPOLD PHARMACEUTICALS INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,32541,1,Y,58739,Year,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,NY,11967,CERTIFIED
4,10,2016,11,10,2016,E3 Australian,MACQUARIE HOLDINGS USA INC,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,523110,1,Y,231899,Year,OES,2016,OFLC ONLINE DATA CENTER,550000,0,Year,,,NY,10019,CERTIFIED
4,10,2016,11,10,2016,H1B,MAESTRO TECHNOLOGIESINC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,72654,Year,Other,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,NC,28202,CERTIFIED
4,10,2016,11,10,2016,H1B,MAJESCO,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,69347,Year,OES,2016,OFLC ONLINE DATA CENTER,94500,0,Year,Y,N,MI,48034,CERTIFIED
4,10,2016,11,10,2016,E3 Australian,MALWAREBYTES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151,1,Y,190195,Year,OES,2016,OFLC ONLINE DATA CENTER,190195,200000,Year,,,CA,95054,CERTIFIED
4,10,2016,11,10,2016,H1B,MANAGEMENT HEALTH SYSTEMS INC,FL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,561310,1,Y,26.26,Hour,OES,2016,OFLC ONLINE DATA CENTER,27.2,0,Hour,Y,N,CA,92675,CERTIFIED
4,10,2016,11,10,2016,H1B,MAPR TECHNOLOGIES INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151,1,Y,114795,Year,OES,2016,OFLC ONLINE DATA CENTER,140000,200000,Year,N,N,CA,95134,CERTIFIED
4,10,2016,11,10,2016,H1B,MARANA HEALTH CENTER,AZ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621111,1,Y,96429,Year,OES,2016,OFLC ONLINE DATA CENTER,175000,0,Year,N,N,AZ,85658,CERTIFIED
4,10,2016,11,10,2016,H1B,MARANA HEALTH CENTER,AZ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621111,1,Y,96429,Year,OES,2016,OFLC ONLINE DATA CENTER,175000,0,Year,N,N,AZ,85653,CERTIFIED
4,10,2016,11,10,2016,H1B,MARCUM LLP,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211,1,Y,71885,Year,OES,2016,OFLC ONLINE DATA CENTER,75000,0,Year,N,N,CT,6511,CERTIFIED
4,10,2016,11,10,2016,H1B,MARCUM LLP,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541211,1,Y,116979,Year,OES,2016,OFLC ONLINE DATA CENTER,163000,0,Year,N,N,NY,10017,CERTIFIED
4,10,2016,11,10,2016,H1B,MARIN SOFTWARE INC,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,519190,1,Y,82139,Year,OES,2016,OFLC ONLINE DATA CENTER,100000,0,Year,N,N,NY,10036,CERTIFIED
4,10,2016,11,10,2016,H1B,MARVEL TECHNOLOGIES INC,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,55661,Year,Other,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,AZ,85054,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,95846,Year,OES,2016,OFLC ONLINE DATA CENTER,95846,110846,Year,Y,N,TX,78704,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,91541,Year,OES,2016,OFLC ONLINE DATA CENTER,91541,106541,Year,Y,N,IL,60173,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,100547,Year,OES,2016,OFLC ONLINE DATA CENTER,100547,115547,Year,Y,N,NJ,7059,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,81182,Year,OES,2016,OFLC ONLINE DATA CENTER,81182,96182,Year,Y,N,NJ,7840,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,109034,Year,OES,2016,OFLC ONLINE DATA CENTER,109034,124034,Year,Y,N,NJ,7828,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,52.42,Hour,OES,2016,OFLC ONLINE DATA CENTER,52.42,0,Hour,Y,N,NJ,7828,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,94682,Year,OES,2016,OFLC ONLINE DATA CENTER,94682,109682,Year,Y,N,OH,43026,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,39.03,Hour,OES,2016,OFLC ONLINE DATA CENTER,39.03,0,Hour,Y,N,NJ,7840,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,41.91,Hour,OES,2016,OFLC ONLINE DATA CENTER,41.91,0,Hour,Y,N,TX,75038,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,6,Y,87173,Year,OES,2016,OFLC ONLINE DATA CENTER,87173,102173,Year,Y,N,TX,75038,CERTIFIED
4,10,2016,11,10,2016,H1B,MASTER LOCK COMPANY LLC,WI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,332510,1,Y,82534,Year,OES,2016,OFLC ONLINE DATA CENTER,82535,110000,Year,N,N,WI,53154,CERTIFIED
4,10,2016,11,10,2016,H1B,MAVEN INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,94411,Year,Other,2016,OFLC ONLINE DATA CENTER,100000,0,Year,Y,N,FL,33634,CERTIFIED
4,10,2016,11,10,2016,H1B,MAXIMA CONSULTING INC,MA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,67496,Year,Other,2016,OFLC ONLINE DATA CENTER,67500,0,Year,Y,N,MA,2111,CERTIFIED
4,10,2016,11,10,2016,H1B,MAXISIT INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541512,1,Y,70845,Year,Other,2016,OFLC ONLINE DATA CENTER,96096,0,Year,Y,Y,NJ,8840,CERTIFIED
4,10,2016,11,10,2016,H1B,MAYO CLINIC,MN,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611310,1,Y,66373,Year,Other,2016,OFLC ONLINE DATA CENTER,78436,0,Year,N,N,MN,55905,CERTIFIED
4,10,2016,11,10,2016,E3 Australian,MCKINSEY and COMPANY INC UNITED STATES,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541610,1,Y,7016.5,Month,OES,2016,OFLC ONLINE DATA CENTER,11250,0,Month,,,NY,10022,CERTIFIED
4,10,2016,11,10,2016,E3 Australian,MCKINSEY and COMPANY INC UNITED STATES,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54161,1,Y,84198,Year,OES,2016,OFLC ONLINE DATA CENTER,145000,0,Year,,,NY,10022,CERTIFIED
4,10,2016,11,10,2016,H1B,MCKINSEY and COMPANY INC UNITED STATES,NY,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54161,1,Y,136219,Year,OES,2016,OFLC ONLINE DATA CENTER,227000,0,Year,N,N,NY,10022,CERTIFIED
4,10,2016,11,10,2016,H1B,MEETME INC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,98987,Year,Other,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,CA,94105,CERTIFIED
4,10,2016,11,10,2016,H1B,MEETME INC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,98987,Year,Other,2016,OFLC ONLINE DATA CENTER,130000,0,Year,N,N,CA,94105,CERTIFIED
4,10,2016,11,10,2016,H1B1 Chile,MEETME INC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,113381,Year,Other,2016,OFLC ONLINE DATA CENTER,125000,0,Year,,,CA,94105,CERTIFIED
4,10,2016,11,10,2016,H1B,MEETME INC,PA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,117770,Year,Other,2016,OFLC ONLINE DATA CENTER,150000,0,Year,N,N,CA,94105,CERTIFIED
4,10,2016,11,10,2016,H1B,MEHRA INNOVATIONS INC,TX,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,54151,1,Y,65624,Year,Other,2016,OFLC ONLINE DATA CENTER,72800,72800,Year,N,N,AZ,85034,CERTIFIED
4,10,2016,11,10,2016,H1B,MELLANOX TECHNOLOGIES,CA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541330,1,Y,106746,Year,OES,2016,OFLC ONLINE DATA CENTER,110000,0,Year,N,N,CA,91754,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCK SHARP and DOHME CORP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541710,1,Y,113256,Year,Other,2016,OFLC ONLINE DATA CENTER,113256,0,Year,N,N,NJ,7065,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCK SHARP and DOHME CORP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541710,1,Y,71635,Year,Other,2016,OFLC ONLINE DATA CENTER,71635,0,Year,N,N,NJ,7065,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCK SHARP and DOHME CORP,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541710,1,Y,84885,Year,Other,2016,OFLC ONLINE DATA CENTER,84885,0,Year,N,N,NJ,7065,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCURY SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519,1,Y,60965,Year,OES,2016,OFLC ONLINE DATA CENTER,61248,0,Year,Y,N,MD,20850,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCURY SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519,1,Y,48901,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,CA,92501,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCURY SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519,1,Y,55910,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,NY,10011,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCURY SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519,1,Y,63357,Year,OES,2016,OFLC ONLINE DATA CENTER,63400,0,Year,Y,N,NJ,8540,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCURY SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519,1,Y,63357,Year,OES,2016,OFLC ONLINE DATA CENTER,63400,0,Year,Y,N,NJ,8540,CERTIFIED
4,10,2016,11,10,2016,H1B,MERCURY SYSTEMS INC,NJ,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541519,1,Y,53123,Year,OES,2016,OFLC ONLINE DATA CENTER,71136,0,Year,Y,N,PA,19103,CERTIFIED
4,10,2016,11,10,2016,H1B,MERIDIAN PUBLIC SCHOOL DISTRICT,MS,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611110,1,Y,31920,Year,OES,2016,OFLC ONLINE DATA CENTER,46100,0,Year,N,N,MS,39305,CERTIFIED
4,10,2016,11,10,2016,H1B,MERIDIAN TECHNOLOGY SOLUTIONS INC,IL,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,52166,Year,OES,2016,OFLC ONLINE DATA CENTER,65000,65000,Year,N,N,IL,60440,CERTIFIED
4,10,2016,11,10,2016,H1B,MERIDIUM INC,VA,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,78915,Year,OES,2016,OFLC ONLINE DATA CENTER,90000,90000,Year,N,N,VA,24013,CERTIFIED
4,10,2016,11,10,2016,H1B,METROPOLITAN STATE UNIVERSITY OF DENVER,CO,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,611310,1,Y,38250,Year,OES,2016,OFLC ONLINE DATA CENTER,103022,0,Year,N,N,CO,80204,CERTIFIED
4,10,2016,11,10,2016,H1B,MICHIGAN THERAPY INSTITUTE,MI,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,621340,1,Y,60965,Year,OES,2016,OFLC ONLINE DATA CENTER,72800,0,Year,N,N,MI,48092,CERTIFIED
